Vehicle_Type,Tested_Transmission_Type,Transmission_Lockup_,Police___Emergency_Vehicle_,newtransmission,Test_Veh_Displacement__L_,Rated_Horsepower,__of_Gears,Equivalent_Test_Weight__lbs__,Axle_Ratio,N_V_Ratio,Three_cat,THC_bin,CO_bin,CO2_cat,NOx_cat,MPG,Rownum
Car,Manual,N,N,Manual,5.9,470,6,4500,3.54,34.9,Low,Low,Low,High,High,13.8,1
Car,Manual,N,N,Manual,5.9,470,6,4500,3.54,34.9,Low,Low,Low,Medium,Medium,23.7,2
Car,Semi-Automatic,Y,N,Semi-Automatic,5.9,470,6,4500,3.15,28.6,Low,High,High,High,High,16.1,3
Car,Semi-Automatic,Y,N,Semi-Automatic,5.9,470,6,4500,3.15,28.6,Low,Low,Low,Medium,Medium,27.2,4
Car,Semi-Automatic,Y,N,Semi-Automatic,5.9,510,6,4500,3.46,31.2,Low,High,High,High,High,14.4,5
Car,Semi-Automatic,Y,N,Semi-Automatic,5.9,510,6,4500,3.46,31.2,Low,Low,Low,Medium,Medium,24.7,6
Car,Manual,N,N,Manual,5.9,510,6,4500,3.7,35.9,Low,High,Low,High,High,13.7,7
Car,Manual,N,N,Manual,5.9,510,6,4500,3.7,35.9,Low,Low,Low,High,High,22.9,8
Car,Semi-Automatic,Y,N,Semi-Automatic,5.9,470,6,4750,3.46,28.7,Low,High,Low,High,High,15.6,9
Car,Semi-Automatic,Y,N,Semi-Automatic,5.9,470,6,4750,3.46,28.7,Low,Low,Low,Medium,Medium,26.6,10
Car,Manual,N,N,Manual,4.7,420,6,4000,3.91,38.6,Low,High,High,High,High,15,11
Car,Manual,N,N,Manual,4.7,420,6,4000,3.91,38.6,Low,Low,Low,Medium,Medium,25.6,12
Car,Automated Manual,Y,N,,4.7,420,6,4000,3.91,38.6,Low,High,High,High,Medium,17,13
Car,Automated Manual,Y,N,,4.7,420,6,4000,3.91,38.6,Low,Low,High,Medium,,28,14
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,High,High,Medium,High,24,15
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Medium,Low,High,Low,High,38.2,16
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,Low,High,High,Medium,20.7,17
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,Low,High,Medium,Medium,26.6,18
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,Low,High,Medium,Medium,26.6,19
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,Low,High,Medium,Medium,28.4,20
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,High,High,Medium,High,23.3,21
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,Low,High,High,Medium,20.5,22
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,Low,High,Medium,Medium,25.3,23
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Medium,Low,Low,Low,Low,40.3,24
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,Low,High,Medium,High,29,25
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,Low,High,High,Medium,21.2,26
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,High,High,High,High,23.2,27
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,Low,High,Medium,Medium,25.6,28
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Medium,Low,Low,Low,Low,40.7,29
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,Low,High,Medium,High,29.1,30
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,Low,High,High,Medium,21.1,31
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,High,High,High,High,22.8,32
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,Low,High,Medium,Medium,25.7,33
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Medium,Low,Low,Low,Low,40.9,34
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,Low,Low,High,Medium,22.2,35
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,High,High,Medium,High,23.8,36
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,Low,High,Medium,Medium,26,37
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Low,High,High,Medium,High,27.8,38
Car,Automatic,Y,N,Automatic,1.984,200,6,3750,4.06,40.7,Medium,Low,Low,Low,Low,40,39
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,Low,High,Medium,High,25.2,40
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,High,High,High,High,23,41
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,Low,High,High,Medium,20.9,42
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Low,High,High,Medium,High,28,43
Car,Manual,N,N,Manual,1.984,200,6,3625,3.94,40.4,Medium,Low,Low,Low,Medium,41.4,44
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,Low,High,Medium,High,26.4,45
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,Low,High,High,High,21.4,46
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,Low,High,Medium,High,28.8,47
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Low,High,High,Medium,High,23.6,48
Car,Manual,N,N,Manual,1.984,200,6,3500,3.09,40.4,Medium,Low,Low,Low,Medium,42,49
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,High,High,Medium,Medium,26.4,50
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Medium,Low,Low,Low,Low,41.5,51
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,Low,High,High,Medium,21.5,52
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,Low,High,Medium,High,29.3,53
Car,Manual,N,N,Manual,1.984,200,6,3375,3.09,40.4,Low,High,High,Medium,High,23.4,54
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.06,40.6,Medium,Low,Low,Low,Low,37.1,55
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.06,40.6,Low,Low,High,Medium,High,26.8,56
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.06,40.6,Low,High,High,Medium,High,23.4,57
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.06,40.6,Low,Low,High,High,Medium,22.4,58
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.06,40.6,Low,High,High,Medium,Medium,27.2,59
Car,Continuously Var,N,N,,1.984,211,1,3875,3.09,26.1,Low,High,High,Medium,Medium,29.3,60
Car,Continuously Var,N,N,,1.984,211,1,3875,3.09,26.1,Medium,Low,Low,Low,Medium,42.9,61
Car,Continuously Var,N,N,,1.984,211,1,4250,3.09,26.1,Low,High,High,Medium,High,29,62
Car,Continuously Var,N,N,,1.984,211,1,4250,3.09,26.1,Medium,Low,Low,Low,Medium,42.3,63
Car,Automatic,Y,N,Automatic,1.984,211,6,4250,3.09,33.1,Medium,Low,Low,Low,Medium,37.3,64
Car,Automatic,Y,N,Automatic,1.984,211,6,4250,3.09,33.1,Low,High,High,Medium,High,24.8,65
Car,Automatic,Y,N,Automatic,1.984,211,6,4000,3.09,33.1,Low,High,High,Medium,High,26.2,66
Car,Automatic,Y,N,Automatic,1.984,211,6,4000,3.09,33.1,Medium,Low,Low,Low,Medium,37.9,67
Car,Manual,N,N,Manual,1.984,211,6,4000,3.46,34.8,Low,High,High,Medium,High,27.6,68
Car,Manual,N,N,Manual,1.984,211,6,4000,3.46,34.8,Medium,Low,Low,Low,Medium,42.1,69
Car,Manual,N,N,Manual,1.984,211,6,3875,3.46,34.8,Low,Low,High,Medium,Medium,27.7,70
Car,Manual,N,N,Manual,1.984,211,6,3875,3.46,34.8,Medium,Low,Low,Low,Low,43.3,71
Car,Automatic,Y,N,Automatic,1.984,211,6,4500,3.09,33.1,Low,High,High,Medium,Medium,25.9,72
Car,Automatic,Y,N,Automatic,1.984,211,6,4500,3.09,33.1,Medium,Low,Low,Low,Low,37,73
Bot,Automatic,Y,N,Automatic,3.179,265,6,4000,3.52,33,Low,High,High,High,High,19.2,74
Bot,Automatic,Y,N,Automatic,3.179,265,6,4000,3.52,33,Low,Low,High,High,High,20,75
Bot,Automatic,Y,N,Automatic,3.179,265,6,4000,3.52,33,Low,Low,High,High,High,22.6,76
Bot,Automatic,Y,N,Automatic,3.179,265,6,4000,3.52,33,Medium,Low,Low,Low,Low,36.2,77
Bot,Automatic,Y,N,Automatic,3.179,265,6,4000,3.52,33,Low,Low,High,Medium,Medium,24.6,78
Bot,Continuously Var,Y,N,,3.179,265,1,4250,4.88,26.7,Medium,Low,High,Low,Low,38.9,79
Bot,Continuously Var,Y,N,,3.179,265,1,4250,4.88,26.7,Low,High,High,High,High,23,80
Car,Automatic,Y,N,Automatic,4.163,350,6,4500,3.31,31.3,Low,Low,Low,Medium,High,32.2,81
Car,Automatic,Y,N,Automatic,4.163,350,6,4500,3.31,31.3,Low,High,High,High,High,20.1,82
Car,Automatic,Y,N,Automatic,2.995,300,6,4500,2.86,27,Low,High,High,High,Medium,18.8,83
Car,Automatic,Y,N,Automatic,2.995,300,6,4500,2.86,27,Low,High,High,High,High,21.8,84
Car,Automatic,Y,N,Automatic,2.995,300,6,4500,2.86,27,Low,Low,Low,Medium,Low,34.8,85
Car,Automatic,Y,N,Automatic,4.163,350,6,4750,3.31,29.6,Low,High,High,High,High,19.8,86
Car,Automatic,Y,N,Automatic,4.163,350,6,4750,3.31,29.6,Low,High,Low,Medium,Medium,31.2,87
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,3.14,32.4,Low,High,High,Medium,Medium,27.2,88
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,3.14,32.4,Low,High,High,Medium,High,25,89
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,3.14,32.4,Low,Low,Low,High,Medium,22,90
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,3.14,32.4,Low,High,High,Medium,High,28.3,91
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,3.14,32.4,Medium,Low,Low,Low,Low,41.7,92
Car,Manual,N,N,Manual,1.984,200,6,3750,3.09,39.1,Low,Low,High,Medium,Medium,28.4,93
Car,Manual,N,N,Manual,1.984,200,6,3750,3.09,39.1,Low,Low,High,High,Medium,20.6,94
Car,Manual,N,N,Manual,1.984,200,6,3750,3.09,39.1,Low,High,High,Medium,High,23.5,95
Car,Manual,N,N,Manual,1.984,200,6,3750,3.09,39.1,Low,Low,High,Medium,High,26.2,96
Car,Manual,N,N,Manual,1.984,200,6,3750,3.09,39.1,Medium,Low,Low,Low,Medium,41.3,97
Car,Manual,N,N,Manual,1.984,200,6,3625,3.09,39.2,Low,High,High,Medium,High,26,98
Car,Manual,N,N,Manual,1.984,200,6,3625,3.09,39.2,Medium,Low,Low,Low,Low,42,99
Car,Manual,N,N,Manual,1.984,200,6,3625,3.09,39.2,Low,High,High,Medium,High,27.8,100
Car,Manual,N,N,Manual,1.984,200,6,3625,3.09,39.2,Low,Low,High,High,Medium,20.7,101
Car,Manual,N,N,Manual,1.984,200,6,3625,3.09,39.2,Low,High,High,High,High,22.3,102
Tru,Automatic,Y,N,Automatic,3.179,270,6,4500,4.22,35.2,Low,Low,Low,Medium,Medium,30.7,103
Tru,Automatic,Y,N,Automatic,3.179,270,6,4500,4.22,35.2,Low,High,High,High,High,18.8,104
Tru,Automatic,Y,N,Automatic,3.179,270,6,4500,4.22,35.2,Low,High,Low,High,High,22.7,105
Tru,Automatic,Y,N,Automatic,3.179,270,6,4500,4.22,35.2,Low,Low,Low,High,High,18.6,106
Tru,Automatic,Y,N,Automatic,3.179,270,6,4500,4.22,35.2,Low,Low,High,High,Medium,21.4,107
Tru,Automatic,Y,N,Automatic,4.163,350,6,6000,4.32,35.9,Low,High,High,High,High,16.2,108
Tru,Automatic,Y,N,Automatic,4.163,350,6,6000,4.32,35.9,Low,High,Low,Medium,Medium,24.6,109
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,High,High,23.2,110
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,High,High,23.2,111
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,High,High,23.2,112
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,High,High,19,113
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,High,High,19,114
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,High,High,19,115
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,High,Low,High,,18.6,116
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,High,Low,High,,18.6,117
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,High,Low,High,,18.6,118
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,High,Low,High,High,19.8,119
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,High,Low,High,High,19.8,120
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,High,Low,High,High,19.8,121
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,Medium,High,33.3,122
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,Medium,High,33.3,123
Tru,Automatic,Y,N,Automatic,3,225,6,6000,3.9,32.4,Low,Low,Low,Medium,High,33.3,124
Car,Automatic,Y,N,Automatic,4.163,420,6,4000,4.57,43.4,Low,High,High,Medium,Medium,25.4,125
Car,Automatic,Y,N,Automatic,4.163,420,6,4000,4.57,43.4,Low,High,High,Medium,Medium,24.7,126
Car,Automatic,Y,N,Automatic,4.163,420,6,4000,4.57,43.4,Low,High,High,High,High,15.4,127
Car,Manual,N,N,Manual,4.163,420,6,4000,4.57,43.4,Low,High,High,High,High,15.3,128
Car,Manual,N,N,Manual,4.163,420,6,4000,4.57,43.4,Low,High,High,Medium,High,26.8,129
Car,Automatic,Y,N,Automatic,5.204,525,6,4000,4.06,43,Low,High,High,High,High,14.7,130
Car,Automatic,Y,N,Automatic,5.204,525,6,4000,4.06,43,Low,High,High,High,High,14.5,131
Car,Automatic,Y,N,Automatic,5.204,525,6,4000,4.06,43,Low,High,High,High,High,15.8,132
Car,Automatic,Y,N,Automatic,5.204,525,6,4000,4.06,43,Low,High,High,Medium,High,24.8,133
Car,Automatic,Y,N,Automatic,5.204,525,6,4000,4.06,43,Low,High,High,High,High,19.3,134
Car,Automatic,Y,N,Automatic,5.204,560,6,3750,4.06,43,Low,High,Low,High,High,16.1,135
Car,Automatic,Y,N,Automatic,5.204,560,6,3750,4.06,43,Low,High,High,Medium,Medium,25.4,136
Car,Automatic,Y,N,Automatic,5.204,560,6,3750,4.06,43,Low,High,High,High,High,19.6,137
Car,Automatic,Y,N,Automatic,5.204,560,6,3750,4.06,43,Low,High,High,High,High,14.7,138
Car,Automatic,Y,N,Automatic,5.204,560,6,3750,4.06,43,Low,High,High,High,High,14.5,139
Car,Automatic,Y,N,Automatic,5.204,560,6,4000,4.06,43,Low,High,Low,High,High,16,140
Car,Automatic,Y,N,Automatic,5.204,560,6,4000,4.06,43,Low,High,High,Medium,Medium,25.4,141
Car,Automatic,Y,N,Automatic,5.204,560,6,4000,4.06,43,Low,High,High,High,High,19.6,142
Car,Automatic,Y,N,Automatic,5.204,560,6,4000,4.06,43,Low,High,High,High,High,14.7,143
Car,Automatic,Y,N,Automatic,5.204,560,6,4000,4.06,43,Low,High,High,High,High,14.5,144
Car,Manual,N,N,Manual,5.204,525,6,4000,4.06,43,Low,High,High,High,High,13.7,145
Car,Manual,N,N,Manual,5.204,525,6,4000,4.06,43,Low,Low,High,Medium,Low,23.9,146
Car,Manual,N,N,Manual,5.204,525,6,4000,4.06,43,Low,High,High,High,High,19.6,147
Car,Manual,N,N,Manual,5.204,525,6,4000,4.06,43,Low,High,High,High,Medium,13.5,148
Car,Manual,N,N,Manual,5.204,525,6,4000,4.06,43,Low,High,High,High,High,13.1,149
Car,Manual,N,N,Manual,5.204,560,6,3750,4.06,43,Low,High,Low,High,High,14,150
Car,Manual,N,N,Manual,5.204,560,6,3750,4.06,43,Low,High,High,Medium,Medium,24,151
Car,Manual,N,N,Manual,5.204,560,6,3750,4.06,43,Low,High,High,High,High,19.8,152
Car,Manual,N,N,Manual,5.204,560,6,3750,4.06,43,Low,High,High,High,Medium,13.5,153
Car,Manual,N,N,Manual,5.204,560,6,3750,4.06,43,Low,High,High,High,High,13.1,154
Car,Manual,N,N,Manual,5.204,560,6,4000,4.06,43,Low,High,High,High,High,19.5,155
Car,Manual,N,N,Manual,5.204,560,6,4000,4.06,43,Low,High,High,High,Medium,22.6,156
Car,Manual,N,N,Manual,5.204,560,6,4000,4.06,43,Low,High,Low,High,High,13,157
Car,Manual,N,N,Manual,5.204,560,6,4000,4.06,43,Low,High,High,High,Medium,13.5,158
Car,Manual,N,N,Manual,5.204,560,6,4000,4.06,43,Low,High,High,High,High,13.1,159
Car,Automatic,N,N,Automatic,2.995,333,7,4750,3.88,32.3,Low,High,High,Medium,High,23.6,160
Car,Automatic,N,N,Automatic,2.995,333,7,4750,3.88,32.3,Low,Low,High,High,High,18.2,161
Car,Automatic,N,N,Automatic,2.995,333,7,4750,3.88,32.3,Low,High,High,High,High,18.1,162
Car,Automatic,N,N,Automatic,2.995,333,7,4750,3.88,32.3,Low,High,High,High,High,20.3,163
Car,Automatic,N,N,Automatic,2.995,333,7,4750,3.88,32.3,Low,Low,Low,Medium,Medium,34,164
Car,Automatic,N,N,Automatic,2.995,333,7,4250,3.88,32.3,Low,Low,High,High,High,19.6,165
Car,Automatic,N,N,Automatic,2.995,333,7,4250,3.88,32.3,Low,High,High,High,High,18.3,166
Car,Automatic,N,N,Automatic,2.995,333,7,4250,3.88,32.3,Low,High,High,Medium,Medium,26.4,167
Car,Automatic,N,N,Automatic,2.995,333,7,4250,3.88,32.3,Low,High,High,High,High,21.6,168
Car,Automatic,N,N,Automatic,2.995,333,7,4250,3.88,32.3,Medium,Low,Low,Medium,Medium,35,169
Car,Manual,N,N,Manual,2.995,333,6,4250,3.68,38.7,Low,High,High,High,High,21.5,170
Car,Manual,N,N,Manual,2.995,333,6,4250,3.68,38.7,Low,Low,Low,Medium,Medium,34.1,171
Car,Manual,N,N,Manual,2.995,333,6,4250,3.68,38.7,Low,Low,High,Medium,High,25.8,172
Car,Manual,N,N,Manual,2.995,333,6,4250,3.68,38.7,Low,Low,High,High,High,19.5,173
Car,Manual,N,N,Manual,2.995,333,6,4250,3.68,38.7,Low,High,High,High,High,18.3,174
Car,Automatic,Y,N,Automatic,4.163,354,6,4250,3.52,32.8,Low,High,High,High,High,20.4,175
Car,Automatic,Y,N,Automatic,4.163,354,6,4250,3.52,32.8,Low,Low,High,Medium,Medium,31,176
Car,Automatic,Y,N,Automatic,4.163,354,6,4250,3.52,32.8,Low,High,High,High,Medium,17.7,177
Car,Automatic,Y,N,Automatic,4.163,354,6,4250,3.52,32.8,Low,High,High,High,Medium,17.8,178
Car,Automatic,Y,N,Automatic,4.163,354,6,4250,3.52,32.8,Low,High,High,High,High,22.4,179
Car,Manual,N,N,Manual,4.163,354,6,4250,3.88,41.2,Low,High,High,High,High,21,180
Car,Manual,N,N,Manual,4.163,354,6,4250,3.88,41.2,Low,Low,High,High,Medium,14.8,181
Car,Manual,N,N,Manual,4.163,354,6,4250,3.88,41.2,Low,High,High,High,High,17.3,182
Car,Manual,N,N,Manual,4.163,354,6,4250,3.88,41.2,Low,High,High,Medium,Medium,29.3,183
Car,Manual,N,N,Manual,4.163,354,6,4250,3.88,41.2,Low,High,High,High,High,15.3,184
Car,Automatic,Y,N,Automatic,5.204,429,6,4750,3.8,35.5,Low,High,Low,High,High,17.2,185
Car,Automatic,Y,N,Automatic,5.204,429,6,4750,3.8,35.5,Low,Low,High,Medium,Medium,26.7,186
Car,Manual,N,N,Manual,1.984,200,6,3875,3.3,38.5,Low,High,High,High,High,23.3,187
Car,Manual,N,N,Manual,1.984,200,6,3875,3.3,38.5,Medium,Low,Low,Low,Medium,36.2,188
Car,Automatic,Y,N,Automatic,1.984,200,6,4000,4.24,37.1,Low,Low,Low,High,High,22.5,189
Car,Automatic,Y,N,Automatic,1.984,200,6,4000,4.24,37.1,Low,Low,Low,Medium,Medium,33.3,190
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.24,37.1,Low,Low,Low,Medium,High,34.1,191
Car,Automatic,Y,N,Automatic,1.984,200,6,3875,4.24,37.1,Low,High,Low,High,High,22.9,192
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,High,Low,High,High,21.9,193
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,High,Low,High,High,21.9,194
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,High,Low,High,High,21.9,195
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,Medium,High,34.4,196
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,Medium,High,34.4,197
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,Medium,High,34.4,198
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,High,High,23.3,199
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,High,High,23.3,200
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,High,High,23.3,201
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,High,High,19.7,202
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,High,High,19.7,203
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,Low,Low,High,High,19.7,204
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,High,Low,High,,18.6,205
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,High,Low,High,,18.6,206
Tru,Automatic,Y,N,Automatic,3,225,6,5500,3.9,32.4,Low,High,Low,High,,18.6,207
Car,Automatic,Y,N,Automatic,1.984,200,6,3500,4.06,39.2,Medium,Low,Low,Low,Low,40.5,208
Car,Automatic,Y,N,Automatic,1.984,200,6,3500,4.06,39.2,Low,Low,High,Medium,High,27.9,209
Car,Automatic,Y,N,Automatic,1.984,200,6,3500,4.06,39.2,Low,High,High,Medium,High,24.3,210
Car,Automatic,Y,N,Automatic,1.984,200,6,3500,4.06,39.2,Low,Low,Low,High,Medium,23.3,211
Car,Automatic,Y,N,Automatic,1.984,200,6,3500,4.06,39.2,Low,High,High,Medium,Medium,27.9,212
Car,Automatic,Y,N,Automatic,1.984,200,6,3625,4.06,39.2,Medium,Low,High,Low,Medium,38.9,213
Car,Automatic,Y,N,Automatic,1.984,200,6,3625,4.06,39.2,Low,Low,High,Medium,High,27.1,214
Car,Automatic,Y,N,Automatic,1.984,200,6,3625,4.06,39.2,Low,High,High,Medium,High,24.4,215
Car,Automatic,Y,N,Automatic,1.984,200,6,3625,4.06,39.2,Low,Low,Low,High,Medium,22.9,216
Car,Automatic,Y,N,Automatic,1.984,200,6,3625,4.06,39.2,Low,High,High,Medium,Medium,27.3,217
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3625,3.44,41,Low,High,High,Medium,High,23.3,218
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3625,3.44,41,Low,Low,High,High,Medium,20.7,219
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3625,3.44,41,Low,Low,High,Medium,High,27.4,220
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3625,3.44,41,Low,High,High,Medium,High,25.8,221
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3625,3.44,41,Medium,High,Low,Low,Low,37.3,222
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3750,3.44,41,Low,High,High,High,High,23.1,223
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3750,3.44,41,Low,Low,High,High,Medium,21,224
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3750,3.44,41,Medium,Low,Low,Low,Medium,37.3,225
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3750,3.44,41,Low,Low,High,Medium,High,26.6,226
Car,Semi-Automatic,N,N,Semi-Automatic,1.984,265,6,3750,3.44,41,Low,High,High,Medium,High,26.1,227
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,Low,Low,Medium,High,31.4,228
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,High,High,Medium,High,25.9,229
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,Low,Low,Medium,Medium,24.3,230
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,Low,Low,Medium,Medium,29.6,231
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Medium,Low,Low,Low,Low,42.9,232
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,Low,Low,Medium,High,31.6,233
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,Low,Low,Medium,High,23.3,234
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,High,High,Medium,High,25.6,235
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,High,Low,Medium,High,30.3,236
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Medium,Low,Low,Low,Medium,44,237
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,Low,Low,Medium,High,32,238
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,Low,Low,Medium,High,23.7,239
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,High,High,Medium,High,26.3,240
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Low,High,High,Medium,High,30.2,241
Car,Automatic,N,N,Automatic,1.984,200,6,3375,3.14,40.7,Medium,Low,Low,Low,Low,44,242
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,Low,Low,Medium,High,30.9,243
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,High,Low,Medium,High,25.4,244
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,Low,Low,Medium,Medium,23.9,245
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Low,Low,Low,Medium,Medium,29.4,246
Car,Automatic,N,N,Automatic,1.984,200,6,3625,3.14,40.7,Medium,Low,Low,Low,Low,43.6,247
Car,Automatic,Y,N,Automatic,6.75,500,6,6500,2.92,24.9,Low,High,High,High,High,11.6,248
Car,Automatic,Y,N,Automatic,6.75,500,6,6500,2.92,24.9,Low,Low,Low,High,Medium,19.8,249
Car,Automatic,Y,N,Automatic,6.75,500,6,6500,2.92,24.9,Low,High,High,High,Medium,11.5,250
