Vehicle_Type,Tested_Transmission_Type,Transmission_Lockup_,Police___Emergency_Vehicle_,newtransmission,Test_Veh_Displacement__L_,Rated_Horsepower,__of_Gears,Equivalent_Test_Weight__lbs__,Axle_Ratio,N_V_Ratio,Three_cat,THC_bin,CO_bin,CO2_cat,NOx_cat,MPG,Rownum
Bot,Automatic,Y,N,Automatic,6.3,518,7,4500,2.82,29.7,Low,Low,Low,Medium,Medium,27.2,5468
Car,Automatic,N,N,Automatic,0.001,134,1,4000,1,0,High,,,,,76.9,5469
Car,Automatic,N,N,Automatic,0.001,134,1,4000,1,0,High,,,,,74.4,5470
Tru,Automatic,Y,N,Automatic,5.438,500,5,6000,4.11,41.5,Low,Low,High,High,High,13.2,5471
Tru,Automatic,Y,N,Automatic,5.438,500,5,6000,4.11,41.5,Low,Low,Low,High,Low,18.7,5472
Tru,Automatic,Y,N,Automatic,5.438,500,5,6000,4.11,41.5,Low,Low,Low,High,Medium,11.9,5473
Bot,Automatic,Y,N,Automatic,5.461,382,7,6000,4.38,41.3,Low,High,Low,High,High,14,5474
Bot,Automatic,Y,N,Automatic,5.461,382,7,6000,4.38,41.3,Low,High,Low,High,Medium,20.1,5475
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,,,Low,High,High,,5476
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,,,Low,High,High,,5477
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,,,Low,High,High,,5478
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,Low,High,Low,High,High,21.1,5479
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,Low,High,Low,High,High,21.1,5480
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,Low,High,Low,High,High,21.1,5481
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,Low,Low,Low,Medium,Low,31.5,5482
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,Low,Low,Low,Medium,Low,31.5,5483
Tru,Automatic,Y,N,Automatic,2.987,210,7,6000,3.7,30.2,Low,Low,Low,Medium,Low,31.5,5484
Bot,Automatic,Y,N,Automatic,4.664,335,7,6000,3.7,30.2,Low,High,High,High,High,15.7,5485
Bot,Automatic,Y,N,Automatic,4.664,335,7,6000,3.7,30.2,Low,High,High,Medium,Medium,24.2,5486
Bot,Automatic,Y,N,Automatic,5.461,382,7,6000,3.7,31,Low,Low,Low,High,High,15.3,5487
Bot,Automatic,Y,N,Automatic,5.461,382,7,6000,3.7,31,Low,High,High,Medium,Medium,23.2,5488
Bot,Automatic,Y,N,Automatic,3.498,268,7,4500,3.27,29.2,Low,Low,Low,High,High,20,5489
Bot,Automatic,Y,N,Automatic,3.498,268,7,4500,3.27,29.2,Low,Low,Low,Medium,Low,31.3,5490
Car,Automatic,Y,N,Automatic,3.498,268,7,4250,3.27,30.9,Low,Low,Low,High,Medium,19.7,5491
Car,Automatic,Y,N,Automatic,3.498,268,7,4250,3.27,30.9,Low,Low,Low,Medium,Low,30.2,5492
Car,Automatic,Y,N,Automatic,3.498,268,7,4250,3.27,30.9,Low,Low,Low,High,Low,16.8,5493
Car,Automatic,Y,N,Automatic,3.498,268,7,4250,3.27,30.9,Low,High,High,High,High,21.4,5494
Car,Automatic,Y,N,Automatic,3.498,268,7,4250,3.27,30.9,Low,High,High,High,High,17.2,5495
Bot,Automatic,Y,N,Automatic,3.498,268,7,4500,3.46,32.8,Low,Low,Low,High,Medium,19.4,5496
Bot,Automatic,Y,N,Automatic,3.498,268,7,4500,3.46,32.8,Low,Low,Low,Medium,Low,29.4,5497
Tru,Automatic,Y,N,Automatic,3.498,268,7,4500,3.46,30.9,Low,High,Low,High,High,19.8,5498
Tru,Automatic,Y,N,Automatic,3.498,268,7,4500,3.46,30.9,Low,Low,Low,Medium,Low,28.9,5499
Car,Automatic,Y,N,Automatic,5.98,622,5,6500,2.82,27.1,Low,Low,Low,High,Low,21.7,5500
Car,Automatic,Y,N,Automatic,5.98,622,5,6500,2.82,27.1,Low,High,High,High,High,12.6,5501
Car,Automatic,Y,N,Automatic,5.513,543,5,6500,2.82,27.2,Low,High,Low,High,High,12.4,5502
Car,Automatic,Y,N,Automatic,5.513,543,5,6500,2.82,27.2,Low,Low,Low,High,Low,21.4,5503
Tru,Automatic,Y,N,Automatic,3.498,268,7,5000,3.9,33.8,Low,Low,Low,High,High,19.1,5504
Tru,Automatic,Y,N,Automatic,3.498,268,7,5000,3.9,33.8,Low,High,Low,Medium,Low,28.1,5505
Tru,Automatic,Y,N,Automatic,3.498,268,7,5250,3.9,33.8,Low,High,Low,High,High,18.6,5506
Tru,Automatic,Y,N,Automatic,3.498,268,7,5250,3.9,33.8,Low,High,High,Medium,Medium,27.1,5507
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,High,Low,High,High,23.2,5508
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,High,Low,High,High,23.2,5509
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,High,Low,High,High,23.2,5510
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,Low,Low,Medium,Low,34.4,5511
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,Low,Low,Medium,Low,34.4,5512
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,Low,Low,Medium,Low,34.4,5513
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,High,Low,High,High,22.9,5514
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,High,Low,High,High,22.9,5515
Tru,Automatic,Y,N,Automatic,2.987,210,7,5250,3.45,30,Low,High,Low,High,High,22.9,5516
Bot,Automatic,Y,N,Automatic,5.461,382,7,5500,3.7,32,Low,Low,Low,Medium,Medium,25.3,5517
Bot,Automatic,Y,N,Automatic,5.461,382,7,5500,3.7,32,Low,Low,Low,High,High,16.3,5518
Bot,Automatic,Y,N,Automatic,6.3,503,7,5500,3.45,29.6,Low,Low,High,High,High,12.8,5519
Bot,Automatic,Y,N,Automatic,6.3,503,7,5500,3.45,29.6,Low,Low,High,High,Medium,19.7,5520
Bot,Automatic,Y,N,Automatic,6.3,503,7,5500,3.45,29.6,Low,High,High,High,Medium,11.3,5521
Bot,Automatic,Y,N,Automatic,6.3,503,7,5500,3.45,29.6,Low,Low,High,High,High,14.8,5522
Bot,Automatic,Y,N,Automatic,6.3,503,7,5500,3.45,29.6,Low,High,High,High,High,11.5,5523
Tru,Continuously Var,Y,N,,3.498,275,1,5500,3.45,29.8,Low,High,High,High,High,19.8,5524
Tru,Continuously Var,Y,N,,3.498,275,1,5500,3.45,29.8,Low,High,High,High,High,21.1,5525
Tru,Continuously Var,Y,N,,3.498,275,1,5500,3.45,29.8,Low,Low,Low,High,Medium,21.4,5526
Tru,Continuously Var,Y,N,,3.498,275,1,5500,3.45,29.8,Low,Low,High,High,Medium,22.9,5527
Tru,Continuously Var,Y,N,,3.498,275,1,5500,3.45,29.8,Low,Low,Low,Medium,Medium,26.9,5528
Tru,Continuously Var,Y,N,,3.498,275,1,5500,3.45,29.8,Low,Low,Low,Medium,Low,33.7,5529
Tru,Automatic,Y,N,Automatic,3.498,268,7,5500,3.7,32.1,Low,Low,Low,High,High,18.4,5530
Tru,Automatic,Y,N,Automatic,3.498,268,7,5500,3.7,32.1,Low,Low,High,Medium,Low,26.5,5531
Tru,Automatic,Y,N,Automatic,2.987,210,7,5500,3.45,30,Low,High,Low,High,High,22.5,5532
Tru,Automatic,Y,N,Automatic,2.987,210,7,5500,3.45,30,Low,High,Low,High,High,22.5,5533
Tru,Automatic,Y,N,Automatic,2.987,210,7,5500,3.45,30,Low,High,Low,High,High,22.5,5534
Tru,Automatic,Y,N,Automatic,2.987,210,7,5500,3.45,30,Low,Low,Low,Medium,Low,33.3,5535
Tru,Automatic,Y,N,Automatic,2.987,210,7,5500,3.45,30,Low,Low,Low,Medium,Low,33.3,5536
Tru,Automatic,Y,N,Automatic,2.987,210,7,5500,3.45,30,Low,Low,Low,Medium,Low,33.3,5537
Car,Automatic,Y,N,Automatic,3.498,275,7,5000,3.07,28.6,Medium,Low,Low,Low,Low,35,5538
Car,Automatic,Y,N,Automatic,3.498,275,7,5000,3.07,28.6,Low,Low,Low,Medium,Medium,23.4,5539
Bot,Automatic,Y,N,Automatic,5.461,382,7,4750,2.65,24.7,Low,Low,Low,High,High,18.8,5540
Bot,Automatic,Y,N,Automatic,5.461,382,7,4750,2.65,24.7,Low,High,Low,Medium,Medium,32,5541
Bot,Automatic,Y,N,Automatic,5.461,382,7,5000,2.65,24.7,Low,High,Low,High,Medium,17.5,5542
Bot,Automatic,Y,N,Automatic,5.461,382,7,5000,2.65,24.7,Low,High,Low,Medium,Low,29.8,5543
Car,Automatic,Y,N,Automatic,5.513,510,5,5250,2.65,25.3,Low,High,High,High,High,14.6,5544
Car,Automatic,Y,N,Automatic,5.513,510,5,5250,2.65,25.3,Low,Low,Low,Medium,Medium,25.6,5545
Car,Automatic,Y,N,Automatic,5.461,544,7,5250,2.65,28,Low,Low,Low,High,High,18.7,5546
Car,Automatic,Y,N,Automatic,5.461,544,7,5250,2.65,28,Low,Low,Low,Medium,Medium,30.2,5547
Car,Automatic,Y,N,Automatic,5.98,621,5,5500,2.65,27.7,Low,Low,High,High,High,14.8,5548
Car,Automatic,Y,N,Automatic,5.98,621,5,5500,2.65,27.7,Low,Low,Low,Medium,Low,26.3,5549
Bot,Automatic,Y,N,Automatic,5.461,382,7,4500,2.65,25.7,Low,High,Low,Medium,Low,28.6,5550
Bot,Automatic,Y,N,Automatic,5.461,382,7,4500,2.65,25.7,Low,High,High,High,Medium,15.4,5551
Bot,Automatic,Y,N,Automatic,5.461,382,7,4500,2.65,25.7,Low,High,Low,High,High,16.8,5552
Bot,Automatic,Y,N,Automatic,6.3,518,7,4750,2.65,25.7,Low,Low,Low,High,Medium,14.6,5553
Bot,Automatic,Y,N,Automatic,6.3,518,7,4750,2.65,25.7,Low,Low,Low,Medium,Medium,26,5554
Car,Automatic,Y,N,Automatic,5.98,603,5,4750,2.65,29.5,Low,High,High,High,High,14.2,5555
Car,Automatic,Y,N,Automatic,5.98,603,5,4750,2.65,29.5,Low,Low,Low,Medium,Low,25,5556
Car,Automatic,Y,N,Automatic,2.996,228,7,3625,3.27,33.2,Low,Low,Low,Medium,High,23.3,5557
Car,Automatic,Y,N,Automatic,2.996,228,7,3625,3.27,33.2,Medium,Low,Low,Low,Medium,36.2,5558
Car,Manual,N,N,Manual,2.996,228,6,3625,3.27,38.2,Low,Low,Low,High,High,21.9,5559
Car,Manual,N,N,Manual,2.996,228,6,3625,3.27,38.2,Medium,Low,Low,Low,Medium,35.9,5560
Car,Manual,N,N,Manual,3.498,301,6,3625,3.07,35.5,Low,Low,Low,High,Medium,22.1,5561
Car,Manual,N,N,Manual,3.498,301,6,3625,3.07,35.5,Medium,High,Low,Low,Low,35.6,5562
Car,Automatic,Y,N,Automatic,3.498,301,7,3625,3.27,32.9,Low,High,Low,Medium,Medium,23.5,5563
Car,Automatic,Y,N,Automatic,3.498,301,7,3625,3.27,32.9,Medium,Low,Low,Medium,Low,35.2,5564
Car,Automated Manual,N,N,,6.208,563,7,4000,3.67,33.8,Low,Low,Low,High,High,16.7,5565
Car,Automated Manual,N,N,,6.208,563,7,4000,3.67,33.8,Low,Low,Low,Medium,Medium,26.8,5566
Car,Automated Manual,N,N,,6.208,563,7,4000,3.67,33.8,Low,High,High,High,High,13.5,5567
Car,Automated Manual,N,N,,6.208,563,7,4000,3.67,33.8,Low,Low,High,High,Medium,19.4,5568
Car,Automated Manual,N,N,,6.208,563,7,4000,3.67,33.8,Low,Low,Low,High,Medium,15.3,5569
Car,Automated Manual,N,N,,0.999,70,5,2125,4.53,52.9,Medium,High,Low,Low,Medium,44.3,5570
Car,Automated Manual,N,N,,0.999,70,5,2125,4.53,52.9,Medium,Low,Low,Low,Low,57.8,5571
Car,Automatic,N,N,Automatic,0.001,41,1,2375,1,151.2,High,,,,,112.9,5572
Car,Automatic,N,N,Automatic,0.001,41,1,2375,1,151.2,High,,,,,134.6,5573
Car,Manual,N,N,Manual,1.998,148,5,3250,3.94,41.9,Low,Low,High,Medium,Medium,31.2,5574
Car,Manual,N,N,Manual,1.998,148,5,3250,3.94,41.9,Medium,Low,Low,Low,Low,46.6,5575
Car,Selectable Conti,N,N,,1.998,148,6,3250,5.41,29.2,Medium,Low,Low,Low,Low,47.1,5576
Car,Selectable Conti,N,N,,1.998,148,6,3250,5.41,29.2,Low,High,Low,Medium,Medium,32.7,5577
Car,Manual,N,N,Manual,2.359,168,5,3375,3.94,41.2,Low,High,High,Medium,Medium,28.7,5578
Car,Manual,N,N,Manual,2.359,168,5,3375,3.94,41.2,Medium,Low,Low,Low,Low,43.6,5579
Car,Selectable Conti,N,N,,2.359,168,6,3375,6.12,32.5,Low,High,High,Medium,High,29.3,5580
Car,Selectable Conti,N,N,,2.359,168,6,3375,6.12,32.5,Medium,Low,Low,Low,Low,42.4,5581
Car,Manual,N,N,Manual,1.998,143,5,3250,3.94,41.9,Low,Low,Low,Medium,Low,30.6,5582
Car,Manual,N,N,Manual,1.998,143,5,3250,3.94,41.9,Medium,Low,Low,Low,Low,46.6,5583
Car,Manual,N,N,Manual,1.998,143,5,3250,3.94,41.9,Low,Low,Low,Medium,Medium,31.1,5584
Car,Manual,N,N,Manual,1.998,143,5,3250,3.94,41.9,Medium,Low,Low,Low,Low,46.7,5585
Car,Other,N,N,,1.998,143,1,3250,5.41,29.2,Medium,Low,Low,Low,Low,46.7,5586
Car,Other,N,N,,1.998,143,1,3250,5.41,29.2,Low,Low,Low,Medium,Medium,33,5587
Car,Manual,N,N,Manual,2.359,161,5,3375,3.94,41.2,Low,Low,Low,Medium,Medium,28.2,5588
Car,Manual,N,N,Manual,2.359,161,5,3375,3.94,41.2,Medium,Low,Low,Low,Low,42.4,5589
Car,Other,N,N,,2.359,161,1,3375,6.12,32.5,Low,Low,Low,Medium,Medium,29.8,5590
Car,Other,N,N,,2.359,161,1,3375,6.12,32.5,Medium,Low,Low,Low,Low,42.6,5591
Car,Manual,N,N,Manual,1.998,291,5,3875,4.69,47.9,Low,High,High,High,High,21,5592
Car,Manual,N,N,Manual,1.998,291,5,3875,4.69,47.9,Low,Low,Low,Medium,Medium,31.9,5593
Car,Automated Manual,Y,N,,1.998,291,6,3875,4.06,42.3,Low,Low,Low,Medium,Medium,30.6,5594
Car,Automated Manual,Y,N,,1.998,291,6,3875,4.06,42.3,Low,High,High,High,High,20.6,5595
Car,Manual,N,N,Manual,1.998,148,5,3375,3.94,41.9,Low,High,High,Medium,Medium,30.5,5596
Car,Manual,N,N,Manual,1.998,148,5,3375,3.94,41.9,Medium,Low,High,Low,Low,45.6,5597
Car,Automated Manual,Y,N,,1.998,237,6,3875,4.06,40,Low,High,High,High,High,21.9,5598
Car,Automated Manual,Y,N,,1.998,237,6,3875,4.06,40,Low,Low,High,Medium,Low,34.9,5599
Car,Selectable Conti,N,N,,1.998,148,6,3375,5.41,29.2,Low,High,High,Medium,High,30.9,5600
Car,Selectable Conti,N,N,,1.998,148,6,3375,5.41,29.2,Medium,Low,Low,Low,Low,44.8,5601
Car,Manual,N,N,Manual,2.359,168,5,3500,3.94,41.2,Low,High,High,Medium,Medium,28.2,5602
Car,Manual,N,N,Manual,2.359,168,5,3500,3.94,41.2,Medium,Low,Low,Low,Medium,43.1,5603
Car,Selectable Conti,N,N,,2.359,168,6,3500,6.12,32.5,Low,High,High,Medium,High,28.4,5604
Car,Selectable Conti,N,N,,2.359,168,6,3500,6.12,32.5,Medium,Low,High,Low,Medium,40.1,5605
Car,Manual,N,N,Manual,1.998,143,5,3375,3.94,41.9,Low,Low,Low,Medium,Medium,30.4,5606
Car,Manual,N,N,Manual,1.998,143,5,3375,3.94,41.9,Medium,Low,Low,Low,Low,45.4,5607
Car,Other,N,N,,1.998,143,1,3375,5.41,29.2,Medium,Low,Low,Low,Low,44.4,5608
Car,Other,N,N,,1.998,143,1,3375,5.41,29.2,Low,Low,Low,Medium,Medium,32.4,5609
Car,Manual,N,N,Manual,2.359,161,5,3500,3.94,41.2,Low,Low,Low,Medium,Medium,28.1,5610
Car,Manual,N,N,Manual,2.359,161,5,3500,3.94,41.2,Medium,Low,Low,Low,Low,42.8,5611
Car,Other,N,N,,2.359,161,1,3500,6.12,32.5,Low,Low,Low,Medium,Medium,29.6,5612
Car,Other,N,N,,2.359,161,1,3500,6.12,32.5,Medium,Low,Low,Low,Low,42,5613
Tru,Selectable Conti,N,N,,2.359,168,6,3750,6.47,32.2,Low,High,High,Medium,Medium,28.9,5614
Tru,Selectable Conti,N,N,,2.359,168,6,3750,6.47,32.2,Medium,Low,High,Low,Low,39.7,5615
Tru,Selectable Conti,N,N,,2.359,168,6,3875,6.47,32.2,Low,High,High,Medium,High,28.4,5616
Tru,Selectable Conti,N,N,,2.359,168,6,3875,6.47,32.2,Medium,Low,High,Low,Low,39.2,5617
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4000,3.57,30.9,Low,High,High,Medium,Medium,24.3,5618
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4000,3.57,30.9,Medium,Low,Low,Low,Low,36,5619
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,3750,3.57,30.9,Low,,,,,25.2,5620
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,3750,3.57,30.9,Medium,,,,,37.5,5621
Tru,Selectable Conti,N,N,,2.359,168,6,4000,6.47,32.2,Low,High,High,Medium,Medium,27.7,5622
Tru,Selectable Conti,N,N,,2.359,168,6,4000,6.47,32.2,Medium,Low,High,Low,Low,37.7,5623
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4250,3.57,30.9,Low,High,High,Medium,Medium,23.3,5624
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4250,3.57,30.9,Low,Low,Low,Medium,Low,34,5625
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4250,3.57,30.9,Low,Low,Low,Medium,Low,34.5,5626
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4000,3.57,30.9,Low,,,,,24.2,5627
Tru,Semi-Automatic,Y,N,Semi-Automatic,2.998,230,6,4000,3.57,30.9,Medium,,,,,35.7,5628
Tru,Manual,N,N,Manual,1.998,148,5,3375,4.24,43.9,Low,High,High,Medium,Medium,30.2,5629
Tru,Manual,N,N,Manual,1.998,148,5,3375,4.24,43.9,Medium,Low,High,Low,Low,43.2,5630
Tru,Other,N,N,,1.998,148,1,3500,6.47,32.2,Low,High,High,Medium,High,31.1,5631
Tru,Other,N,N,,1.998,148,1,3500,6.47,32.2,Medium,Low,Low,Low,Low,42.4,5632
Tru,Other,N,N,,1.998,148,1,3375,6.47,32.2,Low,High,High,Medium,High,32.1,5633
Tru,Other,N,N,,1.998,148,1,3375,6.47,32.2,Medium,Low,Low,Low,Low,43.2,5634
Tru,Other,N,N,,1.998,143,1,3500,6.47,32.2,Low,Low,Low,Medium,Medium,28.8,5635
Tru,Other,N,N,,1.998,143,1,3500,6.47,32.2,Medium,Low,Low,Low,Low,41.5,5636
Tru,Other,N,N,,1.998,143,1,3375,6.47,32.2,Low,Low,Low,Medium,Medium,32.1,5637
Tru,Other,N,N,,1.998,143,1,3375,6.47,32.2,Medium,Low,Low,Low,Low,43.9,5638
Tru,Other,N,N,,1.998,148,1,3625,6.47,32.2,Low,High,High,Medium,Medium,30.4,5639
Tru,Other,N,N,,1.998,148,1,3625,6.47,32.2,Medium,Low,High,Low,Low,41.2,5640
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3750,4.21,38.1,Medium,Low,Low,Low,High,39.4,5641
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3750,4.21,38.1,Low,High,Low,Medium,High,25.8,5642
Car,Semi-Automatic,Y,N,Semi-Automatic,3.828,263,5,3875,3.33,30,Low,High,High,High,Low,21.2,5643
Car,Semi-Automatic,Y,N,Semi-Automatic,3.828,263,5,3875,3.33,30,Medium,Low,High,Medium,Low,35.4,5644
Car,Manual,N,N,Manual,2.378,162,5,3625,4.31,44.4,Low,High,High,Medium,Medium,25,5645
Car,Manual,N,N,Manual,2.378,162,5,3625,4.31,44.4,Medium,Low,Low,Low,High,38.4,5646
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3750,4.21,38.9,Medium,Low,Low,Low,High,38.9,5647
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3750,4.21,38.9,Low,High,Low,Medium,Medium,25.9,5648
Car,Manual,N,N,Manual,2.378,162,5,3625,4.31,44.4,Low,High,Low,Medium,Medium,25.2,5649
Car,Manual,N,N,Manual,2.378,162,5,3625,4.31,44.4,Medium,Low,Low,Low,High,38.7,5650
Car,Semi-Automatic,Y,N,Semi-Automatic,3.828,260,5,4000,3.33,30,Low,High,High,High,Medium,20.2,5651
Car,Semi-Automatic,Y,N,Semi-Automatic,3.828,260,5,4000,3.33,30,Low,High,High,High,Medium,20.1,5652
Car,Semi-Automatic,Y,N,Semi-Automatic,3.828,260,5,4000,3.33,30,Low,Low,Low,Medium,Low,33.3,5653
Car,Semi-Automatic,Y,N,Semi-Automatic,3.828,260,5,4000,3.33,30,Low,Low,Low,Medium,Low,33.2,5654
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3875,4.21,38.9,Low,High,Low,Medium,Medium,25.6,5655
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3875,4.21,38.9,Medium,Low,Low,Low,High,38.4,5656
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3875,4.21,38.9,Medium,Low,Low,Low,Medium,38.2,5657
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,162,4,3875,4.21,38.9,Low,High,Low,Medium,Medium,25.5,5658
Tru,Semi-Automatic,Y,N,Semi-Automatic,3.828,225,4,4500,4.01,33.1,Low,High,High,High,Medium,19.2,5659
Tru,Semi-Automatic,Y,N,Semi-Automatic,3.828,225,4,4500,4.01,33.1,Low,Low,Low,Medium,Medium,30.2,5660
Tru,Semi-Automatic,Y,N,Semi-Automatic,3.828,225,4,4250,4.01,33.1,Low,High,High,High,Medium,19.1,5661
Tru,Semi-Automatic,Y,N,Semi-Automatic,3.828,225,4,4250,4.01,33.1,Low,Low,Low,Medium,Medium,29.8,5662
Tru,Semi-Automatic,Y,N,Semi-Automatic,3.828,225,4,4500,4.32,35.6,Low,High,High,High,Medium,18.4,5663
Tru,Semi-Automatic,Y,N,Semi-Automatic,3.828,225,4,4500,4.32,35.6,Low,Low,Low,Medium,Low,26.9,5664
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,160,4,3625,4.21,38.8,Low,High,Low,Medium,Medium,26.7,5665
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,160,4,3625,4.21,38.8,Medium,Low,Low,Low,Medium,42.2,5666
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,155,4,3625,4.21,38.8,Low,Low,Low,Medium,Medium,26.9,5667
Car,Semi-Automatic,Y,N,Semi-Automatic,2.378,155,4,3625,4.21,38.8,Medium,Low,Low,Low,Medium,42.4,5668
Car,Semi-Automatic,Y,N,Semi-Automatic,3.5,297,7,4250,3.13,30.2,Low,Low,Low,Medium,Medium,32.4,5669
Car,Semi-Automatic,Y,N,Semi-Automatic,3.5,297,7,4250,3.13,30.2,Low,Low,Low,Medium,Low,32.6,5670
Car,Semi-Automatic,Y,N,Semi-Automatic,3.5,297,7,4250,3.13,30.5,Low,High,High,High,Medium,21.1,5671
Car,Semi-Automatic,Y,N,Semi-Automatic,3.5,297,7,4250,3.13,30.5,Low,Low,Low,Medium,Low,32.8,5672
Car,Semi-Automatic,Y,N,Semi-Automatic,3.5,297,7,4250,3.13,30.5,Low,Low,High,High,High,21.6,5673
Car,Semi-Automatic,Y,N,Semi-Automatic,3.5,297,7,4250,3.13,30.5,Low,Low,Low,Medium,Medium,34,5674
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.8,Low,High,High,High,High,19.5,5675
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.8,Low,Low,Low,Medium,Medium,29.5,5676
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.8,Low,High,High,High,High,19.3,5677
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.8,Low,Low,Low,Medium,Medium,29.4,5678
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.9,Low,High,Low,High,High,19.5,5679
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.9,Low,Low,Low,Medium,Medium,29.7,5680
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.9,Low,High,Low,High,High,19.7,5681
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4750,3.69,32.9,Low,Low,Low,Medium,Medium,29.9,5682
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.9,Low,High,Low,High,High,20.4,5683
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.9,Low,Low,Low,Medium,Medium,31.9,5684
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.9,Low,High,Low,High,High,20.3,5685
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.9,Low,Low,Low,Medium,Medium,31.8,5686
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.9,Low,Low,Low,Medium,Medium,31.7,5687
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.8,Low,High,Low,High,High,19.8,5688
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.8,Low,Low,Low,Medium,Medium,31.1,5689
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.8,Low,High,Low,High,High,19.8,5690
Bot,Semi-Automatic,Y,N,Semi-Automatic,3.5,300,7,4500,3.36,29.8,Low,Low,Low,Medium,Medium,30.9,5691
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,High,High,High,High,17.3,5692
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,Low,Low,Medium,Medium,26.3,5693
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,High,High,High,High,17.5,5694
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,Low,Low,Medium,Low,26.3,5695
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,High,High,High,High,17.2,5696
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,High,High,High,High,17.9,5697
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,Low,Low,Medium,Low,27.5,5698
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,High,High,High,High,17.9,5699
Tru,Semi-Automatic,Y,N,Semi-Automatic,5,390,7,5000,3.54,31.3,Low,Low,Low,Medium,Medium,27.5,5700
